,recommend_to_a_friend,review_text
21634,False,baratino da zorra como eu vou recomendar este produto sem recebe lo e voces americanas haja vista uma geladeira que conmprei para dar a minha mae de presente de natal com data inicial de entrega para  e ja fiz tantas reclamacoes com protocolos e no reclame aqui e voces sabem qual e a resposta lamentamos ou seja mmim chamam de idiota pode conferir o pedido    esta loja e so baratino e fico querendo saber quando vou receber minha mercadoria comprada e paga  vou dar rizada   kkkkkk de raiva e claro  zero estrelas
21635,True,apesar de alguns problemas com entrega  chegou sem nenhum defeito
21636,True,atingiu todas as expectativas só o barulho que é um pouquinho forte mas nada que stresse o uso
21637,True,e maravilhoso esse produto gostei muito votarei a compra
21638,True,super recomendo celular top de linhacâmera ótima pra quem gosta de selfie
21639,True,já tinha usado já conhecia e é ótimo remove as células mortas e o pé fica macio e lisinho
21640,False,não recebi o produto até hoje estou esperando
21641,False,a piscina veio furada tentei fazer a troca e é burocrático demais
21642,False,recebi a tv quebrada e no mesmo momento devolvi para a transportadora a quase  mês desde então tento de diversas formas entrar em contato mas sempre o sistema gera uma mensagem e não consigo contato sempre comprei na loja mas eu imaginava que em um problema assim a loja seria mais responsável e teria um pouco de atenção com a situação e não apenas emails automáticos perdidos no sistema que nao aceitam resposta
21643,True,copo super resisitente e motor super forte alem do design que eh super clean
21644,True,ótimo produto chegou antes do prazo bem embalado como esperava
21645,True,gostei muito do produto e dá agilidade na entrega
21646,True,supriu as expectativas tanto em imagem quanto som ótimo custo benefício
21647,True,gostei do produto tem controle de velocidade e é bivolt
21648,True,recomendo  tablet ideal para crianças sem falar que o processamento é rápido e as câmeras possuem boa resolução
21649,True,ótimo excelente  custo benefício pouca diferença de um samsung galaxy 
21650,True,produto muito bome chegou antes do prazo estabelecido
21651,True,ótimo smartphone entrega o que promete lindo entrega super rápida lojas americanas sempre de parabéns
21652,False,escolhi e paguei por uma cafeteira vermelha mas me foi enviado uma preta até agora não tenho um posicionamento da loja para fazer a troca pelo produto certo
21653,True,já sabia que não era um excelente produto por ser  poliésterentão não tenho o que reclamar
21654,False,já sabia que não era um excelente produto por ser  poliésterentão não tenho o que reclamar
21655,True,adorei é enorme com muitas velocidades e super potente
21656,False,realmente ela faz tudo sem utilização de óleo excelente para o dia dia gostei 
21657,True,lindo e resistente material de ótima qualidade adorei
21658,True,amo esse iphone acabei de compra lo anamha irei comprarei o iphone x
21659,True,celular leve design moderno  fácil de manusear ótima relação custo x c benefício
21660,True,linda prática e gela muito bem as vezes é um pouquinho barulhenta mas nada que atrapalhe
21661,True,chegou bem antes do prazo estipulado tudo perfeito
21662,True,bom dia o produto excelente recomendo pode compra para mim é de grande utilidade
21663,True,otimo desempenho lindo designe superou minhas expectativas
21664,True,celular bom mas ainda com  a lentidão do motorola esperava mais pois tinha um moto  mas a satisfação não foi proporcional a diferença de categorias
21665,True,a mercadoria chegou em seis dias estou contente pela compra obrigado
21666,True,amei minha auxiliar limpa muito bem as roupas e muito silenciosa amei
21667,True,gostei muito do produtoeu recomendo esse e outros produtos das lojas americanas
21668,True,a caixa é de muito boa qualidade bem grande dá para colocar bastante coisa
21669,True,vendedor excelente entrega feita em dois dias úteis fiquei espantado com a rapidez  mega commerce essa empresa é séria produto em perfeito estado e de acordo com a compra a qualidade da xiaomi é superior a dos mais famosos parabéns mega commerce e parabéns americanas por ter esta loja como parceira
21670,True,aparelho é muito bonito rápido e as câmeras são excelentes só não é dos mais resistentes tampa traseira trincou com uma batida muito leve
21671,True,é seguro para uso contra invasão com propósito de roubo de senhas  é rápido e sempre atualizado gratuitamente pela apple é uma marca durável meu celular iphone  ainda funciona e nunca precisei  levalo para a assistência técnica mas tive que trocalo pois alguns  apps ja não o rodavam mais neles a atualização não permitia devido ao ios ser da versão   quando os novos apps ja são de versão  em diante  no caso deste iphone  o mesmo processador usado no iphone x   de que adianta comprar marcas mais baratas se a vida útil deles é em media  anos ou menos meu iphone  o tenho a mais de  anos pensem nisso
21672,False,legalzinho  leitura leve e despretenciosa história que se encaixam no nosdo dia a dia li o livro em  dias
21673,False,este livro foi um  presente para minha esposa que ao ler o resumo apresentado na descrição do livro no site se interessou pois vinha de encontro  ao seu uso na sua profissão subentendeu que se tratava do modo de se vestir adequadamente em um tribunal então o resumo apresentava o livro com esse foco  porém ao receber o livro  verificouse o sumário que  era diferente do resumo se tratava mais de um livro jurídico direcionado a advogados e o seu ramo é desing de modas outra dificuldade encontrada na troca site munto confuso se mudar o ressumo do site fica de acordo com o livro obrigado
21674,True,produto excelente idolor e apresentou resultados logo na primeira aplicação amei
21675,True,seca rápido e é muito leve produto de qualidade e a maleta é linda
21676,False,não gostei ja veio quebrado véspera de natal não pude trocar passou os  dias e eu mim ferrei tomei prejuízo
21677,False,por esse preço se compra algo melhor não indicaria
21678,True,melhor do que eu esperava  rsrsrs  recomendo  muito bom tira todo o suco da fruta e o melhor de tudo sem barulho  motor silencioso
21679,True,produto muito com com preço baixo  instalei na casa de uma cliente para poder acessar a internet da cobertura de casa o sinal ficou muito bom
21680,False,ainda nem se quer pude testar o produto não há em lugar algum dizendo que é  energia de minha casa é  preciso de ajuda de como vou proceder
21681,True,chegou bem rápido e o produto é muito bom esta marca muito boa
21682,False,as laterais são de plástico depois de montada ela fica instável a qualquer balanço se você calça até  vai caber  sapatos em cada espaço mas se calçar mais que isso só vão caber  pares de sapatos   as laterais poderiam ser de uma material mais resistente mesmo que fosse de plástico um plástico melhor
21683,True,bom e rapido na entrega  e o aparelho corresponde minhas expectativa com imagem chara nas fotos e espaço na memoria
21684,True,produto muito bom e a entrega da americanas e super rápida vale a pena comprar
21685,True,almofada ótima para uso final escolhido cor bacana e discreta boa para usar na viagem
21686,True,produto bom correspondeu à minha expectativa recomendo
21687,True,recomendo a todos o produto chegou antes do prazo muito bom
21688,True,gostei do serviço prestado o tempo de entrega e o produto em perfeita condições
21689,True,são poucas bolinhas  quando vemos  achamos bastante porém não cobre nem o fundo da piscina
21690,True,recebi antes do prazo previsto estou muito satisfeita
21691,True,meu filho adorou  fácil de montar e perfeito para a idade dele além de aproveitar em casa tb aproveita no jardim perfeito para esses dias de calor produto chegou bem mais rápido que o esperado
21692,True,minha filha amou ela fala nitidamente é muito divertido brincar com ela gostei muito super recomendo
21693,True,ajuda muito um dona de casa pode comprar sem medo produto muito bom e site com compromisso com cliente
21694,True,o hack é muito bonito no entanto a compra feita no site das americanas foi entregue pelo parceiro mezzanine fujam dessa loja tive problemas com a entrega paguei para montar e constatei diversas avarias e defeito no produto embora tenham efetuado a troca terei prejuízo pois não querem disponibilizar um montador pra o novo produto ou seja terei que pagar novamente pela montagem por conta do produto ter vindo com defeitonão façam negocio onde a loja parceira seja a mezzanine
21695,True,ótimo produto alisa mesmo meu cabelo é fino e ondulado e alisou bem gostei
21696,False,o que vou fazer com um relógio sem bateria já cancelei a compra e a americanas não estornou o valor do meu cartão aguardo a resolução do problema
21697,True,excelente qualidade otima velocidade correspondeu acima das minhas expectativas fiquei muito satisfeita com minha compra e ainda chegou antes do prazo previsto da entrega
21698,True,o produto é bombem potentesó achei o encaixe para o cabo frágila entrega foi rápidamuito antes do previsto  estou satisfeita
21699,False,parece ser um produto de qualidademais deixou a desejar como acabamento
21700,True,comprei para minha esposa ela adoroudesempenho muito bom não trava
21701,True,o som é ótimo e o produto é confortável o microfone também funciona muito bem recomendo
21702,True,o produto é muito bom e te faz voltar a infância com todos os detalhes do antigo banco imobiliário recomendo a compra
21703,True,produto muito bom preço bom e entrega rápida super recomendo compras nas americanascom de preferencia os produtos entregues pela americanas
21704,True,o produto mostrase eficiente e de belo design e atendeu às minhas expectativas
21705,True,excelente produto e são prestativos na entrega chegou antes do prazo
21706,True,muito bom jogo recomendo otimos graficos e jogabilidade
21707,False,recebi a bateria porém provavelmente está com defeito pois tenho observado que o mesmo não atinge a carga máxima em  fica oscilando entre   e  e fica abaixando e aumentando mesmo com o carregador conectado
21708,True,excelente produto muito bom bastante resistente ótima qualidade e muito bonito
21709,True,pena que o mesmo não tem manual em portuguêsfica complicado para os meus pais que são idosos
21710,True,esse é o  segundo  neo que compro o primeiro foi para mim e o segundo para presente não tenho queixa excelente custo benefício e entrega rápida
21711,True,recomendo bom jogo  com boa jogabilidade graficos mais ou menos 
21712,True,bom da  a garantia do produto não foi informada por favor qual a garantia do produto
21713,True,ótima para guardar minhas agulhas ficam organizadas e fácil de achar
21714,True,o padrão do plugue nao é compatível com a tomada do meu carro poderia ser um mas moderno no resto e bom fácil de usar
21715,True,produto bom e funciona perfeitamente  recomendo para os compradores do site
21716,True,otimo produto chegou muito rápido excelente qualidade
21717,True,toalhas grandes e com a qualidade da buddemeyer já tenho outras toalhas dessa marca estava em conta na americanas e decidi comprar td de bom recomendo
21718,True,gostamos muito da cervejeira ela é rápidacabem várias bebidas e gela bem
21719,True,ótimo produto e excelente serviço prestado entrega bem antes do prazo
21720,True,nao usei muito ela mais o pouco que usei me paresse ser uma ótima máquina  design e performance excelente
21721,True,muito bom o fio poderia ser de nylon
21722,True,a americanas mais uma vez está de parabéns o aparelho é rápido não trava e esteticamente bem bonito a entrega como sempre antes do prazo recomendo tanto o aparelho como a loja
21723,True,produto muito bonito até a presente data superou as expectativas entrega antes do prazo  estabelecido
21724,True,muito bom a pessoa que recebeu de presente ficou muito satisfeita
21725,True,muito bom produto preços e prazo de entrega excelentes
21726,False,viajei e ao colocar o produto as fotos que foram para ele foram todas danificadas perdi o produto e agora tenho que pagar por algo que veio com defeitojoguei meu dinheiro fora cheguei e inventei de formatar agora o celular não o reconhece indignada demais
21727,True,boa tarde  ficaram de me entregar o produto dia  teve um pequeno atraso suportável mas acho que vocês tem que dar uma satisfação para o cliente porque os clientes tem perfis diferentes uns bravos outros mais calmos e outros muitos bravos estou satisfeita com o produto e o atraso como disse foi suportável recomendo e comprarei mais
21728,True,o cartão de memória está funcionando de acordo porém não veio com  gb de memória mas perto disso não sei se meu celular influenciou
21729,True,o tecido é helanca muito gostoso e estica bem moldandose perfeitamente ao corpo
21730,True,a entrega foi dentro do prazo empresa de confiança o aspirador é ótimo correspondeu as minhas expectativas
21731,True,muito bom mesmo superou expectativas prazo da entrega antes do programado produto chegou bem embalado atendimento maravilhoso está de parabéns
21732,True,produto de ótima qualidade atendendo a todas as minhas necessidades 
21733,True,muito bom mesmo tem graves super potentes e é muito bonitos embalagem super bonita veio muito bem embalada e com manual e cabo  adorei
21734,True,conheço as peças da malvee são sempre muito boas
21735,True,walmart  comprei   para reserva com preço de  fui enganado por vcs
21736,True,boa qualidade do produto e preço justo boa qualidade do produto e preço justo boa qualidade do produto e preço justo
21737,True,esse é meu segundo aparelho o primeiro caiu de ponta e amassou o pino que movimenta as laminas achei frágil nesse ponto mas de tudo é um produto muito bom recomendo
21738,True,conheço as peças da malvee são sempre muito boas
21739,False,não posso dar opinião do produto pois até hj não chegou em minha residência se um dia chegar eu darei minha opinião sim
21740,True,comprei essa lanterna e fiquei muito contente ela é toda em alumínio e bem grande a qualidade da construção e sua potência surpreende vale muito a pena mesmo recomendo
21741,True,entregue antes do prazo e produto entregue conforme o pedido
21742,True,quanto à entrega estão de parabéns sempre recebo os produtos antes do prazo quanto ao aparelho atendeu às minhas espectativas a única coisa que nao foi  é a câmera traseira que deixa as fotos embaçadas
21743,True,celular muito lindo ótimo desempenho câmera sensacional melhores pontos são seu design impressão digital e câmera com fotos perfeitas e vídeos em  e slow motion
21744,False,comprei e não recebi comprei um creme e um shampoo e enviaram somente o creme
21745,True,sim gostei é o que eu queria já tinha lido na internet este produto
21746,True,gostei muito da escada muito alta leve e facil de manusear ajuda muito em casa
21747,False,desperdício de dinheiro não fez efeito nenhum não adianta seguir as instruções de uso não recomendo
21748,True,muito bom o produto e a  entrega  das americanas foi  muito rápida
21749,True,excelente produtoatendeu perfeitamente as minhas expectativas super indico
21750,True,produto exatamente como esperava ainda chegou bem antes do prazo era um presente para minha mãe no natal e fiquei extremamente feliz
21751,True,atendeu muito bem as expectativas não é muito barulhento
21752,False,desperdício de dinheiro não fez efeito nenhum não adianta seguir as instruções de uso não recomendo
21753,True,excelente qualidade como sempre da faber castell cores lindas e variadas
21754,True,muito bom e entrega muito rápidaa embalagem é muito boaporém o adaptador usb que é uma peça muito pequenadeveria estar junto com o mouse
21755,False,não compre vai se arrepender péssimo produto de péssima qualidade
21756,False,comprei o produto achando ser original porém não faz efeito nenhum não tira a fome não emagrece quero ser ressarcido pelo prejuízo
21757,True,achei muito bom o produto super resiste e não é fino igual normalmente se encontra por ai é bem resistente de qualidade comprei mais  unidades depois de comprar a primeira
21758,True,muito linda ainda não usei mas designer excelente adorei chegou no prazo
21759,True,estou mais feliz que criança quando ganha uma bicucleta
21760,True,maravilhoso super indico a entrega chegou antes do esperado ótimo
21761,True,geladeira bonita porem o espaço  entre as prateleiras  nao e muito bom n cabe uma jarra de  se regular as prateleiras para caber acabaperdendo uma prateleira so isso q poderia melhorar
21762,False,produto com defeito vazando água internamente solicito efetuar devolução dinheiro ou troca do produto grato
21763,False,boa tarde comprei o produto no boleto e paguei porem o produto chegou com defeito e até o dia de hoje não resolveram o problema o suporte da dell fica de resolver e não resolve vou ter que acionar o procon pois tem quase  dias que comprei o produto e não pode usar e pior que esse notebook comprei para dar de presente descrição o problema quando colocar para carregar a bateria  ela quando chega em  de carga informa que está conectada e sem carregar passei essa informação para dell e pediram para fazer vários testes e até hoje não trocaram o notebook para eu dar de presente que tinha prometido e olha o constrangimento causado dei o produto de presente e a pessoa teve que me devolver o presente e até hoje não retornei com o presente
21764,True,apesar de ter tido uma pequena demora a qual acredito ter sido por causa de quantidade de entregas de fim de ano gostei com já falei uma excelente marca de produto
21765,True,a entrega rápida eu não usei mais parece de boa qualidade e chegou em perfeito estado e a maleta é muita bonita
21766,True,televisão com ótima imagem e som maravilhoso ótima para olhar filmes e jogos  recomendo a todos que quiserem uma televisão sua casa
21767,True,o produto atendeu minhas expectativas  muito bom  a entrega foi muito rápidacomprei num dia de manhã e no outro à tarde já estava em casa
21768,True,amei os potes eles são lindos e muito úteis eu recomendo
21769,True,muito bom na minha infância anos  adorava brincar com os pinos mágicos criei muitas aeronaves inclusive disco voadores   pode ocorrer de algumas peças não encaixarem com facilidade mas é só retirar delicadamente as rebarbas internas sempre foi assim  ótimo para alavancar a imaginação das crianças comprei para meu sobrinhoneto e deixou até o computador recomendo
21770,True,adorei o produto o cabelo fica lindo sem falar que a entrega foi muito rápida
21771,True,a fruteira é muito bonitinha eu gostei mas tive que colar as emendas porque cada vez que ia mexer se desmontava
21772,True,ótimo produto apesar da demora na entrega produto sem nenhum defeito
21773,True,minha esposa adorouuuuuuuuu muito muita pratica  parabéns americanas 
21774,True,produto foi entregue rapidamente porém não funcionava sem estar com o carregador ligado tive que fazer a devolução e agora estou aguardando avaliação do fabricante funcionando ele é ótimo mas gostaria de ter recebido em perfeito estado logo na primeira vez problema pode ser pontual mas aconteceu e estou compartilhando
21775,True,ótimo notebook excelente preço comparada a qualidade do produto a entrega foi bem rápida
21776,False,minha avaliação vai ser sobre o parceiro dufrio não comprem galera a dufrio não cumpre prazo de entrega é furada
21777,True,como sou fã e colecionador impossível descrever este produto como não sendo excelente
21778,False,o produto enviado é diferente do foto mostrada todas as pontas são do tipo philips sendo que na foto as pontas são de tipos diferentes e a pagina não especifica os tipos de pontas comprei achando que seriam iguais a da foto mas quando o produto chegou eram todas do tipo philips o produto é de qualidade mas não condiz com o que é mostrado na pagina
21779,True,sempre compro produtos na loja eu indico a americanas para se comprar
21780,False,não é simples de montar e não ficou firme o encosto da cabeça
21781,True,gostei muitooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
21782,True,chegou antes do prazo estipulado e em perfeitas condições
21783,True,boa armaçãoigualzinho a descrição exatamente o tamanho q escolhia cor perfeito
21784,True,esta boneca foi o presente de aniversário ideal atendeu todas as expectativas quanto ao material utilizado no produto quanto ao produto em sim
21785,True,mt bom super recomendoentrega super rápida no prazo certinho
21786,True,brinquedo  muito útil realmente  ensina a criança  de forma divertida minha bebê de  e  está amando essa cachorrinha
21787,False,a cama até veio antes do tempo porém veio com auxiliar marron segunda compra veio errada eu não compro mais pelo site
21788,False,a capinha é ótima mais a película não cobre toda tela e aplicar apareceu uma bolinha no lado esquerdo da tela
21789,True,muito bom realmente e foi entregue dentro do prazo
21790,True,maquina excelente e de baixo preço uma otima aquisição
21791,True,adorei o produto tamanho idealpara minha cozinha
21792,True,o produto chegou no prazo correto e é de boa qualidade
21793,True,telefone excelente e entrega nota  muito satisfeito
21794,True,liquidificador robusto o filtro funciona bem de fácil manuseio e limpeza
21795,False,recebi o produto com defeito já entrei em contato com o responsável estou a espera do envio de um novo produto
21796,True,uma das melhores que eu já usei a pele fica uma seda super hidratada e macia
21797,True,produto de ótima qualidade chegou antes do prazo previsto um bom atendimento
21798,True,demorou muito chegar quase  mes depois que comprei
21799,True,produto bome com preço acessível sim eu recomendo
21800,True,entregaram antes do prazo produto de excelente qualidade
21801,True,chegou antes do prazo estabelecido bom atendimento produto muito bom
21802,True,o produto maravilhoso imagem inigualável muito bom mesmo
21803,True,recomendo o produto apesar da demora  é um ótimo produto
21804,True,presente para meu sobrinho ele adorou o brinquedo é bom resistente e o menino não larga este brinquedo recomendo obrigado
21805,True,atendeu às minhas necessidades boa iluminação se durarem as horas estimadas comprarei mais com certeza
21806,True,esse modelo ela já é automática é só escolher o sabor e a quantidade de água e a máquina para sozinha estou gostando muito uso todo dia para fazer nescau café e chás vou experimentar os outros sabores também
21807,True,adorei vou comprar mais  para dar de presente para quem tem bebê excelente pra fazer vitaminas
21808,True,o linux tem algum tipo de bloqueio que dificulta a instalação do windows só consegui desbloquear com um técnico
21809,True,produto muito bom prático e simples poupa muito tempo para parafusar chegou antes do prazo previsto
21810,True,produto de qualidade  entrega muito boa   dias  mas o tamanho das lentes é pequeno para o meu gosto
21811,True,são as duas poltronas por esse preço  fiquei na dúvida na divulgação feita no enunciado  não compreendi se é o kit  ou se é um kit com  duas poltronas
21812,True,a entrega do produto foi antecipada da data provável
21813,True,livro lindo com a capa do filme folhas com ótima gramatura e amarelada o que facilita a leitura por não cansar os olhos
21814,True,estou satisfeita com a entrega rápida pelas americanascom e de modo geralcom o produto câmera realiza fotos e selfies excelentes rapidamente porém a motorola retirou o botão galeria de modo que vc tira a foto mas não consegue visualizála a menos que saia da câmera entre no google fotos e consumindo seu plano de dados visualize a foto recém tirada e isto a cada foto tirada se não estiver com internet na hora da foto tem que dar mais uns cliques até encontrar um pasta onde a motorola resolveu esconder as fotos pior impossível e para achar o caminho até a tal pasta precisei da ajuda de um adolescente que já conhecia o aparelho a bateria de fato carrega super rápidomas com redes sociais ela dura um dia  comprei um cartão de memórias e inseri o celular só aceita dois chips se não houver cartão de memória inserido para salvar meus arquivos mas  o sitema operacional manda tudo para nuvem documentos fotos tudo vai parar em nuvem e vc não consegue achar depois tentei alterar o local de armazenamento de fotos e aplicativos para o cartão de memória porém o aparelho informa que para isso o cartão de memória precisa ser formatado e posteriormente nunca mais funcionará em outro local desisti porque comprei um excelente cartao de memória e nao quero perdêlo enfim se o tivesse testado teria comprado outra marca
21815,True,silenciosa tem boa vazão e altura manométrica utilizo em uma fonte e ela vence bem a altura de  m vazão é alta acho que para aquário fica excessiva só se for um aquário muito grande
21816,False,o produto não é apple é uma réplica muito semelhante ao original comprei achando que seria original pois o iphone depois de um tempo começa a recusar carregadores falsos e foi o caso desse aqui
21817,True,o produto é muito bom eu recomendo e tbm chegou antes do dia
21818,True,entrega rápida o ar condicionado me surpreendeu por ser bem silencioso  nem se nota que ele está ligado além de refrigerar bem todo o ambiente
21819,True,a máquina é boamas essa veio  empenadaas rodas são diferentes da outrana hr q p cortador bate na grama ela morre demorou muito a chegar
21820,True,o produto poderia ser melhor se pudesse usar manteiga e sal  no aparelho
21821,True,atendeu as espectativas e cumpriu o prometido conforme o anúncio
21822,False,o produto em si não pude utilizar pois veio quebrado a pesagem nem chegava a  quilos alem dos indícios que já tinha sido usada
21823,True,muito bom produto entrega muito rápida chegou mais de uma semana antes do prazo final de entrega recomendo
21824,True,excelente produto leve versátil potente entrega super rápida como já esperado das americanascom
21825,True,gostei  fiquei satisfeita e espero fazer bom proveito pois parece ser de boa qualidade
21826,True,foi um pouco demorado pra chegar mais gostei não tive problemasruim não poder trocar o produto
21827,True,sobre o produto não tenho reclamações pois ainda está em desenvolvimento sobre a americanas entrega ok mas no que tange a parte de dúvidas não foi esclarecido corretamente quando entrei em contato via email resposta automática sem nexo com o que foi questionado
21828,True,é um celular muito bom e a entrega como sempre foi bem rápida
21829,True,produto muito bom não deixa nada a desejar em relação a memória e desempenho rápido em comparação com outras marcas já consagradas
21830,True,excelente produto cumpri com todos seus atributos
21831,True,já estou a  meses com o depilador no rosto e na virilha não crescem mais pelosnas pernas e braços ainda nascem mas notase algumas falhas sendo possível esperar as  semanas que o produto indica para se realizar a próxima depilação nas minhas axilas é diferente o pelo é mais resistente mesmo vendo algumas falhas preciso depilar com lamina antes das  semanas mas se vc não gosta de usar cera vale o custo beneficio
21832,True,devia ter comprado antes maravilhoso a dor é de cada um eu particularmente não senti nada amei
21833,False,o desing da cadeira é lindomas ela não é funcionala parte do encosto da cabeça aonde tem aquela abertura para puxar para a cima o encosto fica caindo o tecido toda hora e nao tem como prendero reclinio é minimo e o cinto é curto a cabeça do meu filho ficava pendurada enquanto ele dormia
21834,False,não vale o preço ofertado design e qualidade ruins
21835,False,estou extremamente decepcionado comprei a smart tv achando ser compatível com aplicativos quando o produto chegou descobri não ser possível instalar nenhum aplicativo sendo que os que vem instalado são de nenhuma utilidade é uma smart tv que ma verdade de smart tv não tem nada
21836,False,o motor estacionário  hp gasolina eixo curto gv  kawashima substitui o original do cortador de grama honda
21837,True,produto muito bom leve e com ótima qualidade de imagem prazo de entrega conforme o prometido
21838,True,produto chegou antes do esperado e de boa qualidade
21839,True,o mesmo veio com uma peça quebrada a peça na parte de trás que faz o ventilador oscilar veio com um pedaço quebrado
21840,True,recomendo produto mto bom e entrega rápidassdsdddddddddddddddddddd
21841,False,comprei por ser produto sansung pura decepção som vergonhoso sansung baixando qualidade que isso não recomendo preço baixo qualidade de som igual
21842,False,como ja havia uinformado anteriormente o livro não foi entregue
21843,True,gostei muito bom gosto de compra com vcs americanas obrigada
21844,True,gostaria de responder ao questionamento de uma pessoa andre não faz isso não irmão se vc ler o manual vai verificar que existe a opção no menu da câmera de virar  na posição que desejar se instalo de ponta cabeça é só ir no menu e configurar para a posição correta a câmera é muito boa agora tem de ler o manual se não fala bobagem
21845,True,brinquedo bom e original entrega rápida eu recomendo
21846,True,excelente  entrega pontual produto em perfeito estado
21847,True,o produto e bom chegou na data certa mais chegou um pouco amassado
21848,True,ótimoexcelente aparência excelente desempenho e funcionalidade
21849,True,todos produtos que compro sempre chegam certinho e no prazo correto
21850,True,meu filho gostou muito nenhum problema bom funcionamento e fácil de brincar
21851,True,esse pendrive é ótimo tem me atendido perfeitamente
21852,True,produto de boa qualidade rápido na entrega recomendo
21853,True,veio conforme as especificações e chegou antes do prazo
21854,False,insatisfação indignação referente a compra era para recebêlos até dia  e até o momento não os recebi   dentre milhões de ligações fui informada que houve um problema com a transportadora terceirizada que preciso aguardaro cliente comprei das lojas americanas por tanto a responsabilidade é da mesma as lojas americanas que me envie outros ventiladores até a transportadora resolver o que aconteceu com os sumidos   dindignada insatisfeita e farei uma reclamação no reclame aqui
21855,True,o mouse é leve e favorece a pegada claw para mãos pequenas  fingertip também funciona bem desliza muito bem e tem cliques leves muito bem construído e o sensor muito preciso ótimo para mobas  até fps
21856,True,recomendo esse produto recebi em tempo hábil e em perfeito estado
21857,True,okppppppppppppppppppppppppppppppppppppkkkkkkkkkkkkkkkkkkkkkkkkhhhhhhhhhhhhhhhhhhhhhhhhh
21858,True,porque o jogo vc precisa ter uma live gold q eu n tinha e o jogo tranca e n posso jogar
21859,False,na instrução diz para deixar arejando de  a  mas mesmo depois de deixar quase  semanas arejando o cheiro ainda não saiu 
21860,True,este produto vale apena investir super recomendotirar o ressecado dos cabelos é cheirosotudo de bom
21861,True,amei o produto e o compromisso da loja para com o cliente
21862,True,ela por ser barata  mas atendeu nossa espectativa 
21863,True,primeiro por que gosto da marca samsung  pesquisei bastante é preço estava mais encota  que outros site produto chegou antes da data
21864,True,é realmente de boa qualidade mas as peças são minúsculas algumas quase microscópicas fácil de a criança perder
21865,True,adorei esse faqueiro são peças bem firmesgrandes e pequenosservem pra uso de qualquer alimentoos meus antigos entortam fácil esse é de ótima qualidade
21866,True,fácil instalação aplicativo bem dinâmico ótimo produto
21867,True,atendeu minhas necessidades e compraria novamente com vocês
21868,True,produto de qualidade entrega antes do prazo recomendo
21869,True,ótimo produto a entrega foi acima do esperado entregaram antes do prazo
21870,True,ótimo aparelho não trava na minha opiniao  a melhor marca entrega rápida
21871,False,essa loja é totalmente despreparada descomprometida e péssima no atendimento não cumprem prazo  promessas  fazem cancelamentos de compras e tem o prazo de entrega extremamente alto para quem não vai entregar a encomenda  nem deveriam dar prazo certo
21872,True,muito bom supriu todas as minhas espectativas a entrega foi antes do combinado muito satisfeito com a compra e com o produto
21873,True,smartphone samsung galaxy  metal  produto chegou super rápido é bonito bem funcional e recomendo
21874,True,produto muito bom e preco justo vendam essa qualidade com essa faixa de preco e irao vender muito
21875,True,boa tvfiquei muito satisfeito com o produto superou minha expectativaindico a todos
21876,True,o som é limpo e nítido com graves audíveis e agudos um pouco altos comparado com os philips baratinhos este é um bom upgrade
21877,True,perfeito chegou antes do prazo sem amasso não é a primeira vez que compro recomendo
21878,True,a qualidade deste produto é indiscutível a entrega ocorreu dentro do prazo
21879,True,produto muito bom minha filha tem  anos e o tamanho é perfeito
21880,True,o produto realiza o que se promete faz a barba de forma correta apesar de não deixála totalmente lisinha ele ganha pela praticidade da limpeza uma vez que você pode estar até com a pele suada que ele faz a barba e a limpeza do aparelho é bem fácil até nestes casos diferentemente do barbeador comum que tem que ser desmontado após algumas utilizações nessas condições ideal para quem tem a pele oleosa usável com facilidade tanto com a pele seca quanto molhada
21881,True,o produto é ótimo e a entrega foi super rápida recomendo e parabéns a loja
21882,True,o moto  plus combina qualiddade eficiência e elegância em um só produto vale apena ter um 
21883,True,produto bom e de boa qualidade minha filha amou ganhou do papai noel
21884,True,perfeito chegou antes do prazo recomendo não é a primeira vez que compro
21885,True,gostei atendeu as minhas expectativas são bonitas fácil de limpar
21886,True,pelo valor o produto é bom apesar de a joelheira e cutuveleira tenham ficado um pouco apertados minha filha tem  anos
21887,True,indico o produto preço baixo e oferece tudo o que promete chegou antes do prazo parabéns americana  comprei o primeiro fone sem fio para testar estou gostando
21888,True,vale a pena comprar produto e preço ótimos gastei muito
21889,False,na segunda vez que foi ao tanque para lavar a costura já começou a estragar 
21890,False,material de boa qualidade e bom acabamento o material transparente permite mostrar a beleza do aparelho
21891,True,gostei como tenho muito cabelo pedi  tintas e achei que usaria tudo em uma única aplicação mas pra minha surpresa só usei  tubo inteiro e  terço do outro rende bastante recomendo
21892,True,muito bom o tamanho é ótimo para  crianças a velocidade o design tudo lindo poderia ter um indicador de uso da bateria para facilitar
21893,True,o atendimento foi otimo na ajuda pra encontra o produto
21894,True,o produto é melhor do que eu esperava chegou no prazo certo 
21895,True,ótimo produto corresponde ao que o fabricante apresenta
21896,True,é um produto limitado mas eu já sabia isso antes de comprar atendeu as expectativas
21897,True,tv com resposta rápida apps funcionam perfeitamente ótima imagem e áudio perfeito exemplo de custo benefício
21898,True,chegou corretamente ótimo produto recomendo
21899,True,gostei muito bom o produto  recomendo durável e fácil a instalação
21900,True,desta vez rolou decepção a panela veio amassada uma pena espero q tenha sido a primeira e ultima vez
21901,True,fodasticamente fodha  vale apena  compre e nao se arrependa
